common_name	SMILES_code	InChI_code	aroma	flavor
4-carvomenthenol	CC1=CCC(CC1)(C(C)C)O	InChI=1S/C10H18O/c1-8(2)10(11)6-4-9(3)5-7-10/h4,8,11H,5-7H2,1-3H3	earthy floral vegetal|herbal	nan
10-undecen-1-yl acetate	CC(=O)OCCCCCCCCCC=C	InChI=1S/C13H24O2/c1-3-4-5-6-7-8-9-10-11-12-15-13(2)14/h3H,1,4-12H2,2H3	floral	
10-undecen-2-one	CC(=O)CCCCCCCC=C	InChI=1S/C11H20O/c1-3-4-5-6-7-8-9-10-11(2)12/h3H,1,4-10H2,2H3	fruity|citrusy	
10-undecenal	C=CCCCCCCCCC=O	InChI=1S/C11H20O/c1-2-3-4-5-6-7-8-9-10-11-12/h2,11H,1,3-10H2	floral sharp|chemical	nan
undecylenic acid	C=CCCCCCCCCC(=O)O	InChI=1S/C11H20O2/c1-2-3-4-5-6-7-8-9-10-11(12)13/h2H,1,3-10H2,(H,12,13)	sharp|sour fatty	
11-dodecenoic acid	C=CCCCCCCCCCC(=O)O	InChI=1S/C12H22O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2H,1,3-11H2,(H,13,14)	dairy fruity|citrusy fatty	
12-methyltridecanal	CC(C)CCCCCCCCCCC=O	InChI=1S/C14H28O/c1-14(2)12-10-8-6-4-3-5-7-9-11-13-15/h13-14H,3-12H2,1-2H3	savory|cooked savory|meaty	vegetal savory|meaty
1,6-dioxacycloheptadecan-7-one	C1CCCCCOCCCCOC(=O)CCCC1	InChI=1S/C15H28O3/c16-15-11-7-5-3-1-2-4-6-8-12-17-13-9-10-14-18-15/h1-14H2	sweet earthy|woody floral	
oxacyclohexadecan-2-one	C1CCCCCCCOC(=O)CCCCCC1	InChI=1S/C15H28O2/c16-15-13-11-9-7-5-3-1-2-4-6-8-10-12-14-17-15/h1-14H2	earthy|woody	brown|vanilla sharp|sour
pinocarveol	CC1(C2CC1C(=C)C(C2)O)C	InChI=1S/C10H16O/c1-6-8-4-7(5-9(6)11)10(8,2)3/h7-9,11H,1,4-5H2,2-3H3	vegetal|herbal earthy|woody	
2-(2,2,3-trimethylcyclopent-3-en-1-yl)acetaldehyde	CC1=CCC(C1(C)C)CC=O	InChI=1S/C10H16O/c1-8-4-5-9(6-7-11)10(8,2)3/h4,7,9H,5-6H2,1-3H3	earthy|woody	
2,2,4-trimethyl-1,3-dioxolane	CC1COC(O1)(C)C	InChI=1S/C6H12O2/c1-5-4-7-6(2,3)8-5/h5H,4H2,1-3H3	sharp|repugnant	
2,2,5-trimethyl-5-pentylcyclopentanone	CCCCCC1(CCC(C1=O)(C)C)C	InChI=1S/C13H24O/c1-5-6-7-8-13(4)10-9-12(2,3)11(13)14/h5-10H2,1-4H3	floral fruity	
majantol	CC1=CC(=CC=C1)CC(C)(C)CO	InChI=1S/C12H18O/c1-10-5-4-6-11(7-10)8-12(2,3)9-13/h4-7,13H,8-9H2,1-3H3	floral	
(z)-tetrahydro-2,2-dimethyl-5-(1-methyl-1-propenyl)furan	CC=C(C)C1CCC(O1)(C)C	InChI=1S/C10H18O/c1-5-8(2)9-6-7-10(3,4)11-9/h5,9H,6-7H2,1-4H3/b8-5-	fruity|citrusy	
difurfuryl disulfide	C1=COC(=C1)CSSCC2=CC=CO2	InChI=1S/C10H10O2S2/c1-3-9(11-5-1)7-13-14-8-10-4-2-6-12-10/h1-6H,7-8H2		savory|cooked
difurfuryl sulfide	C1=COC(=C1)CSCC2=CC=CO2	InChI=1S/C10H10O2S/c1-3-9(11-5-1)7-13-8-10-4-2-6-12-10/h1-6H,7-8H2	sharp|sulfurous	
2,3,5,6-tetramethylpyrazine	CC1=C(N=C(C(=N1)C)C)C	InChI=1S/C8H12N2/c1-5-6(2)10-8(4)7(3)9-5/h1-4H3	sharp|bitter brown sharp|repugnant	brown|chocolate brown|vanilla sharp|bitter
2,3,5-trimethylpyrazine	CC1=CN=C(C(=N1)C)C	InChI=1S/C7H10N2/c1-5-4-8-6(2)7(3)9-5/h4H,1-3H3	savory|cooked starchy earthy|nutty	nan
2,3,5-trithiahexane	CSCSSC	InChI=1S/C3H8S3/c1-4-3-6-5-2/h3H2,1-2H3	vegetal|allium	
2,3,6-trimethylphenol	CC1=C(C(=C(C=C1)C)O)C	InChI=1S/C9H12O/c1-6-4-5-7(2)9(10)8(6)3/h4-5,10H,1-3H3	savory|cooked	sharp|spicy
2,3-butanedione	CC(=O)C(=O)C	InChI=1S/C4H6O2/c1-3(5)4(2)6/h1-2H3	fruity|berry dairy liquorlike fatty fruity savory|cooked	nan fruity|citrusy
2,3-diethyl-5-methylpyrazine	CCC1=NC=C(N=C1CC)C	InChI=1S/C9H14N2/c1-4-8-9(5-2)11-7(3)6-10-8/h6H,4-5H2,1-3H3	savory|cooked vegetal earthy|nutty	sharp|repugnant
2,3-diethylpyrazine	CCC1=NC=CN=C1CC	InChI=1S/C8H12N2/c1-3-7-8(4-2)10-6-5-9-7/h5-6H,3-4H2,1-2H3	earthy|nutty	vegetal|vegetable earthy|nutty sharp|repugnant
2,3-dimethylbenzofuran	CC1=C(OC2=CC=CC=C12)C	InChI=1S/C10H10O/c1-7-8(2)11-10-6-4-3-5-9(7)10/h3-6H,1-2H3	sharp|spicy earthy|nutty	savory|cooked fatty savory|meaty
2,3-dimethylpyrazine	CC1=NC=CN=C1C	InChI=1S/C6H8N2/c1-5-6(2)8-4-3-7-5/h3-4H,1-2H3	brown|chocolate earthy|nutty sharp|bitter	sharp|repugnant
2,3-heptanedione	CCCCC(=O)C(=O)C	InChI=1S/C7H12O2/c1-3-4-5-7(9)6(2)8/h3-5H2,1-2H3	dairy	dairy fatty
2,3-hexanedione	CCCC(=O)C(=O)C	InChI=1S/C6H10O2/c1-3-4-6(8)5(2)7/h3-4H2,1-2H3	dairy fatty	dairy fatty
2,3-octanedione	CCCCCC(=O)C(=O)C	InChI=1S/C8H14O2/c1-3-4-5-6-8(10)7(2)9/h3-6H2,1-2H3	dairy	
2,3-pentanedione	CCC(=O)C(=O)C	InChI=1S/C5H8O2/c1-3-5(7)4(2)6/h3H2,1-2H3	dairy fatty	dairy starchy fatty
undecane-2,3-dione	CCCCCCCCC(=O)C(=O)C	InChI=1S/C11H20O2/c1-3-4-5-6-7-8-9-11(13)10(2)12/h3-9H2,1-2H3	dairy brown fatty	dairy brown
6-octen-3-one, 2,4,4,7-tetramethyl-	CC(C)C(=O)C(C)(C)CC=C(C)C	InChI=1S/C12H22O/c1-9(2)7-8-12(5,6)11(13)10(3)4/h7,10H,8H2,1-6H3	sharp|sour	
2,4,5-trimethylthiazole	CC1=C(SC(=N1)C)C	InChI=1S/C6H9NS/c1-4-5(2)8-6(3)7-4/h1-3H3		brown brown|chocolate sharp|bitter earthy|nutty
2,4,5-trimethyl-3-oxazoline	CC1C(=NC(O1)C)C	InChI=1S/C6H11NO/c1-4-5(2)8-6(3)7-4/h5-6H,1-3H3	earthy|woody earthy|nutty	sharp|repugnant
dihydro-2,4,6-tris(2-methylpropyl)-4h-1,3,5-dithiazine	CC(C)CC1NC(SC(S1)CC(C)C)CC(C)C	InChI=1S/C15H31NS2/c1-10(2)7-13-16-14(8-11(3)4)18-15(17-13)9-12(5)6/h10-16H,7-9H2,1-6H3	savory|cooked savory|meaty	
2,4,6-trimethyl-4-phenyl-1,3-dioxane	CC1CC(OC(O1)C)(C)C2=CC=CC=C2	InChI=1S/C13H18O2/c1-10-9-13(3,15-11(2)14-10)12-7-5-4-6-8-12/h4-8,10-11H,9H2,1-3H3	vegetal|herbal fruity|citrusy sharp|bitter	
2,4,6-trimethylphenol	CC1=CC(=C(C(=C1)C)O)C	InChI=1S/C9H12O/c1-6-4-7(2)9(10)8(3)5-6/h4-5,10H,1-3H3	dairy	vegetal fruity
2,4,6-trithiaheptane	CSCSCSC	InChI=1S/C4H10S3/c1-5-3-7-4-6-2/h3-4H2,1-2H3	savory|cooked brown sharp|sulfurous	vegetal earthy|fungal savory|meaty
2,4-difurfurylfuran	C1=COC(=C1)CC2=CC(=CO2)CC3=CC=CO3	InChI=1S/C14H12O3/c1-3-12(15-5-1)7-11-8-14(17-10-11)9-13-4-2-6-16-13/h1-6,8,10H,7,9H2	floral fruity	floral starchy fruity
2,4-dihydroxybenzoic acid	C1=CC(=C(C=C1O)O)C(=O)O	InChI=1S/C7H6O4/c8-4-1-2-5(7(10)11)6(9)3-4/h1-3,8-9H,(H,10,11)		sharp|sour vegetal
2,4-dimethyl-1,3-dioxolane	CC1COC(O1)C	InChI=1S/C5H10O2/c1-4-3-6-5(2)7-4/h4-5H,3H2,1-2H3	dairy fruity	fruity
2,4-dimethyl-2-pentenoic acid	CC(C)C=C(C)C(=O)O	InChI=1S/C7H12O2/c1-5(2)4-6(3)7(8)9/h4-5H,1-3H3,(H,8,9)		sharp|sour
2,4-dimethyl-3-oxazoline	CC1N=C(CO1)C	InChI=1S/C5H9NO/c1-4-3-7-5(2)6-4/h5H,3H2,1-2H3	savory|meaty	fruity savory|meaty
2,4-dimethyl-4-nonanol	CCCCCC(C)(CC(C)C)O	InChI=1S/C11H24O/c1-5-6-7-8-11(4,12)9-10(2)3/h10,12H,5-9H2,1-4H3	dairy fruity	
5-acetyl-2,4-dimethylthiazole	CC1=C(SC(=N1)C)C(=O)C	InChI=1S/C7H9NOS/c1-4-7(5(2)9)10-6(3)8-4/h1-3H3	savory|cooked earthy|nutty sharp|sulfurous	earthy|nutty
2,4-dimethyl-5-vinylthiazole	CC1=C(SC(=N1)C)C=C	InChI=1S/C7H9NS/c1-4-7-5(2)8-6(3)9-7/h4H,1H2,2-3H3	dairy	earthy|nutty
2',4'-dimethylacetophenone	CC1=CC(=C(C=C1)C(=O)C)C	InChI=1S/C10H12O/c1-7-4-5-10(9(3)11)8(2)6-7/h4-6H,1-3H3	floral earthy|woody	brown
2,4-dimethylanisole	CC1=CC(=C(C=C1)OC)C	InChI=1S/C9H12O/c1-7-4-5-9(10-3)8(2)6-7/h4-6H,1-3H3	vegetal|herbal sharp|spicy	
2,4-dimethylbenzaldehyde	CC1=CC(=C(C=C1)C=O)C	InChI=1S/C9H10O/c1-7-3-4-9(6-10)8(2)5-7/h3-6H,1-2H3	earthy|nutty sharp|bitter	
2,4-dimethylpyridine	CC1=CC(=NC=C1)C	InChI=1S/C7H9N/c1-6-3-4-8-7(2)5-6/h3-5H,1-2H3	sweet	vegetal
2,4-heptadienal	CCC=CC=CC=O	InChI=1S/C7H10O/c1-2-3-4-5-6-7-8/h3-7H,2H2,1H3/b4-3+,6-5+	vegetal|herbal fruity|berry fatty vegetal|vegetable	vegetal|vegetable starchy
2,4-hexadien-1-ol	CC=CC=CCO	InChI=1S/C6H10O/c1-2-3-4-5-6-7/h2-5,7H,6H2,1H3/b3-2+,5-4+	vegetal sharp|repugnant	liquorlike vegetal fruity
sorbyl acetate	CC=CC=CCOC(=O)C	InChI=1S/C8H12O2/c1-3-4-5-6-7-10-8(2)9/h3-6H,7H2,1-2H3/b4-3+,6-5+	fruity	vegetal|herbal sharp|bitter sharp|chemical fruity
2,4-hexadienyl butyrate	CCCC(=O)OCC=CC=CC	InChI=1S/C10H16O2/c1-3-5-6-7-9-12-10(11)8-4-2/h3,5-7H,4,8-9H2,1-2H3/b5-3+,7-6+	dairy liquorlike fruity	fruity
sorbyl isobutyrate	CC=CC=CCOC(=O)C(C)C	InChI=1S/C10H16O2/c1-4-5-6-7-8-12-10(11)9(2)3/h4-7,9H,8H2,1-3H3/b5-4+,7-6+	vegetal|herbal fruity	fruity
2,4-hexadienyl propionate	CCC(=O)OCC=CC=CC	InChI=1S/C9H14O2/c1-3-5-6-7-8-11-9(10)4-2/h3,5-7H,4,8H2,1-2H3/b5-3+,7-6+	liquorlike fruity	fruity
2,4-nonadien-1-ol	CCCCC=CC=CCO	InChI=1S/C9H16O/c1-2-3-4-5-6-7-8-9-10/h5-8,10H,2-4,9H2,1H3/b6-5+,8-7+	vegetal	fatty savory|meaty
trans,trans-2,4-nonadienal	CCCCC=CC=CC=O	InChI=1S/C9H14O/c1-2-3-4-5-6-7-8-9-10/h5-9H,2-4H2,1H3/b6-5+,8-7+	floral	vegetal|vegetable dairy
2,4-undecadienal	CCCCCCC=CC=CC=O	InChI=1S/C11H18O/c1-2-3-4-5-6-7-8-9-10-11-12/h7-11H,2-6H2,1H3/b8-7+,10-9+		vegetal
1,2,3,4,4a,5,6,7-octahydro-2,5,5-trimethyl-2-naphthol	CC1(CCC=C2C1CCC(C2)(C)O)C	InChI=1S/C13H22O/c1-12(2)7-4-5-10-9-13(3,14)8-6-11(10)12/h5,11,14H,4,6-9H2,1-3H3	sharp|repugnant	
2,5-diethyl-3-methylpyrazine	CCC1=CN=C(C(=N1)C)CC	InChI=1S/C9H14N2/c1-4-8-6-10-9(5-2)7(3)11-8/h6H,4-5H2,1-3H3	starchy|bready earthy|nutty savory|meaty savory|cooked	
2,5-diethyltetrahydrofuran	CCC1CCC(O1)CC	InChI=1S/C8H16O/c1-3-7-5-6-8(4-2)9-7/h7-8H,3-6H2,1-2H3	vegetal|herbal dairy brown sweet	
1,4-dithiane-2,5-diol	C1C(SCC(S1)O)O	InChI=1S/C4H8O2S2/c5-3-1-7-4(6)2-8-3/h3-6H,1-2H2	starchy|bready savory|meaty savory|cooked sharp|sulfurous	savory|cooked starchy|bready sharp|chemical vegetal|vegetable
2,5-dimethyl-1,4-dithiane-2,5-diol	CC1(CSC(CS1)(C)O)O	InChI=1S/C6H12O2S2/c1-5(7)3-10-6(2,8)4-9-5/h7-8H,3-4H2,1-2H3	savory	savory|cooked vegetal|allium savory|meaty
2,5-dimethyl-3(2h)-furanone	CC1C(=O)C=C(O1)C	InChI=1S/C6H8O2/c1-4-3-6(7)5(2)8-4/h3,5H,1-2H3	sweet brown fruity	brown sweet starchy|bready fruity savory|meaty
2,5-dimethylfuran-3-thiol	CC1=CC(=C(O1)C)S	InChI=1S/C6H8OS/c1-4-3-6(8)5(2)7-4/h3,8H,1-2H3	savory|meaty sharp|sulfurous	vegetal|vegetable savory|meaty
ethanethioic acid, s-(2,5-dimethyl-3-furanyl) ester	CC1=CC(=C(O1)C)SC(=O)C	InChI=1S/C8H10O2S/c1-5-4-8(6(2)10-5)11-7(3)9/h4H,1-3H3	floral fruity	
4-butyroxy-2,5-dimethyl-3(2h)-furanone	CCCC(=O)OC1=C(OC(C1=O)C)C	InChI=1S/C10H14O4/c1-4-5-8(11)14-10-7(3)13-6(2)9(10)12/h6H,4-5H2,1-3H3	sharp|spicy	
2,5-dimethyl-3-thioisovalerylfuran	CC1=CC(=C(O1)C)SC(=O)CC(C)C	InChI=1S/C11H16O2S/c1-7(2)5-11(12)14-10-6-8(3)13-9(10)4/h6-7H,5H2,1-4H3	savory|cooked savory|meaty	
2,5-dimethyl-4-ethoxy-3(2h)-furanone	CCOC1=C(OC(C1=O)C)C	InChI=1S/C8H12O3/c1-4-10-8-6(3)11-5(2)7(8)9/h5H,4H2,1-3H3	brown liquorlike sweet fruity	starchy liquorlike fruity savory|meaty
4-ethyl-2,5-dimethyloxazole	CCC1=C(OC(=N1)C)C	InChI=1S/C7H11NO/c1-4-7-5(2)9-6(3)8-7/h4H2,1-3H3	savory|cooked dairy sharp|bitter	fruity earthy|nutty savory|meaty
2,5-dimethyl-4-methoxy-3(2h)-furanone	CC1C(=O)C(=C(O1)C)OC	InChI=1S/C7H10O3/c1-4-6(8)7(9-3)5(2)10-4/h4H,1-3H3	brown sharp|bitter sweet savory|cooked	sharp|repugnant
furaneol	CC1C(=O)C(=C(O1)C)O	InChI=1S/C6H8O3/c1-3-5(7)6(8)4(2)9-3/h3,8H,1-2H3	fruity|berry brown sharp|bitter sweet fruity savory|cooked	savory
2,5-dimethylfuran	CC1=CC=C(O1)C	InChI=1S/C6H8O/c1-5-3-4-6(2)7-5/h3-4H,1-2H3	savory|cooked sharp|spicy savory|meaty	fruity fatty savory|meaty
2,5-dimethylpyrazine	CC1=CN=C(C=N1)C	InChI=1S/C6H8N2/c1-5-3-8-6(2)4-7-5/h3-4H,1-2H3	earthy  starchy	savory|cooked starchy|bready sharp|repugnant
1,2-bis(methylthio)ethane	CSCCSC	InChI=1S/C4H10S2/c1-5-3-4-6-2/h3-4H2,1-2H3	dairy sharp|sulfurous	dairy vegetal fatty
2,5-dimethylphenol	CC1=CC(=C(C=C1)C)O	InChI=1S/C8H10O/c1-6-3-4-7(2)8(9)5-6/h3-5,9H,1-2H3	earthy|nutty sharp|repugnant	
farnesylacetone	CC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C	InChI=1S/C18H30O/c1-15(2)9-6-10-16(3)11-7-12-17(4)13-8-14-18(5)19/h9,11,13H,6-8,10,12,14H2,1-5H3/b16-11+,17-13+	floral	
2,6,10-trimethylundec-9-enal	CC(CCCC(C)C=O)CCC=C(C)C	InChI=1S/C14H26O/c1-12(2)7-5-8-13(3)9-6-10-14(4)11-15/h7,11,13-14H,5-6,8-10H2,1-4H3	floral	
2,6,6-trimethyl-1-cyclohexene-1-acetaldehyde	CC1=C(C(CCC1)(C)C)CC=O	InChI=1S/C11H18O/c1-9-5-4-7-11(2,3)10(9)6-8-12/h8H,4-7H2,1-3H3	dairy	
2,6,6-trimethyl-2-cyclohexene-1,4-dione	CC1=CC(=O)CC(C1=O)(C)C	InChI=1S/C9H12O2/c1-6-4-7(10)5-9(2,3)8(6)11/h4H,5H2,1-3H3	earthy|woody sharp|repugnant	
safranal	CC1=C(C(CC=C1)(C)C)C=O	InChI=1S/C10H14O/c1-8-5-4-6-10(2,3)9(8)7-11/h4-5,7H,6H2,1-3H3	sharp|sour	earthy|woody
2,6-dimethoxyphenol	COC1=C(C(=CC=C1)OC)O	InChI=1S/C8H10O3/c1-10-6-4-3-5-7(11-2)8(6)9/h3-5,9H,1-2H3	earthy|woody	
2,6-dimethyl-5-heptenal propyleneglycol acetal	CC1COC(O1)C(C)CCC=C(C)C	InChI=1S/C12H22O2/c1-9(2)6-5-7-10(3)12-13-8-11(4)14-12/h6,10-12H,5,7-8H2,1-4H3	fruity|citrusy	fruity|citrusy
2,6-dimethyloctanal	CCC(C)CCCC(C)C=O	InChI=1S/C10H20O/c1-4-9(2)6-5-7-10(3)8-11/h8-10H,4-7H2,1-3H3	fruity	fruity
beta-sinensal	CC(=CCCC(=C)C=C)CCC=C(C)C=O	InChI=1S/C15H22O/c1-5-13(2)8-6-9-14(3)10-7-11-15(4)12-16/h5,9,11-12H,1-2,6-8,10H2,3-4H3/b14-9+,15-11+		fruity
2,6-dimethyl-2-heptanol	CC(C)CCCC(C)(C)O	InChI=1S/C9H20O/c1-8(2)6-5-7-9(3,4)10/h8,10H,5-7H2,1-4H3	floral	
2,6-dimethyloctan-2-ol	CCC(C)CCCC(C)(C)O	InChI=1S/C10H22O/c1-5-9(2)7-6-8-10(3,4)11/h9,11H,5-8H2,1-4H3	floral fruity|citrusy sharp|sour	
2,6-dimethyl-3-((2-methyl-3-furyl)thio)-4-heptanone	CC1=C(C=CO1)SC(C(C)C)C(=O)CC(C)C	InChI=1S/C14H22O2S/c1-9(2)8-12(15)14(10(3)4)17-13-6-7-16-11(13)5/h6-7,9-10,14H,8H2,1-5H3	savory|meaty	
2,6-dimethyl-4-heptanone	CC(C)CC(=O)CC(C)C	InChI=1S/C9H18O/c1-7(2)5-9(10)6-8(3)4/h7-8H,5-6H2,1-4H3	vegetal|herbal dairy fruity	
2,6-dimethyl-5-heptenal	CC(CCC=C(C)C)C=O	InChI=1S/C9H16O/c1-8(2)5-4-6-9(3)7-10/h5,7,9H,4,6H2,1-3H3	vegetal|vegetable fruity	nan fruity
2,6-dimethyl-6-hepten-1-ol	CC(CCCC(=C)C)CO	InChI=1S/C9H18O/c1-8(2)5-4-6-9(3)7-10/h9-10H,1,4-7H2,2-3H3	fruity	
2,6-dimethylpyrazine	CC1=CN=CC(=N1)C	InChI=1S/C6H8N2/c1-5-3-7-4-6(2)8-5/h3-4H,1-2H3	brown|chocolate sharp|bitter earthy|nutty sharp|repugnant	brown starchy sharp|bitter earthy|nutty savory|meaty sharp|repugnant savory|cooked
2,6-dimethylpyridine	CC1=NC(=CC=C1)C	InChI=1S/C7H9N/c1-6-4-3-5-7(2)8-6/h3-5H,1-2H3	vegetal|herbal minty	earthy|nutty
2,6-dimethylbenzenethiol	CC1=C(C(=CC=C1)C)S	InChI=1S/C8H10S/c1-6-4-3-5-7(2)8(6)9/h3-5,9H,1-2H3		savory|meaty
(2e,6e)-nona-2,6-dien-1-ol	CCC=CCCC=CCO	InChI=1S/C9H16O/c1-2-3-4-5-6-7-8-9-10/h3-4,7-8,10H,2,5-6,9H2,1H3/b4-3+,8-7+	vegetal	fruity
2,6-dimethylphenol	CC1=C(C(=CC=C1)C)O	InChI=1S/C8H10O/c1-6-4-3-5-7(2)8(6)9/h3-5,9H,1-2H3	fatty	
2-(1-methylpropyl)thiazole	CCC(C)C1=NC=CS1	InChI=1S/C7H11NS/c1-3-6(2)7-8-4-5-9-7/h4-6H,3H2,1-2H3	vegetal|herbal vegetal|vegetable	brown brown|chocolate starchy sharp|bitter earthy|nutty sharp|repugnant
2-(2-butyl)-4,5-dimethyl-3-thiazoline	CCC(C)C1N=C(C(S1)C)C	InChI=1S/C9H17NS/c1-5-6(2)9-10-7(3)8(4)11-9/h6,8-9H,5H2,1-4H3	vegetal savory|meaty	
3a,4,5,7a-tetrahydro-3,6-dimethylbenzofuran-2(3h)-one	CC1C2CCC(=CC2OC1=O)C	InChI=1S/C10H14O2/c1-6-3-4-8-7(2)10(11)12-9(8)5-6/h5,7-9H,3-4H2,1-2H3/t7-,8-,9-/m0/s1	dairy sharp|spicy	
coumane	C1C2C1C(=O)OC3=CC=CC=C23	InChI=1S/C10H8O2/c11-10-8-5-7(8)6-3-1-2-4-9(6)12-10/h1-4,7-8H,5H2/t7-,8-/m1/s1	brown|vanilla earthy|nutty	
2-(3-phenylpropyl)tetrahydrofuran	C1CC(OC1)CCCC2=CC=CC=C2	InChI=1S/C13H18O/c1-2-6-12(7-3-1)8-4-9-13-10-5-11-14-13/h1-3,6-7,13H,4-5,8-11H2	brown floral sweet fruity	sweet brown floral
2-(3-phenylpropyl)pyridine	C1=CC=C(C=C1)CCCC2=CC=CC=N2	InChI=1S/C14H15N/c1-2-7-13(8-3-1)9-6-11-14-10-4-5-12-15-14/h1-5,7-8,10,12H,6,9,11H2		fatty
3,6-dimethyl-2(3h)-benzofuranone	CC1C2=C(C=C(C=C2)C)OC1=O	InChI=1S/C10H10O2/c1-6-3-4-8-7(2)10(11)12-9(8)5-6/h3-5,7H,1-2H3	vegetal|herbal	
2-(4-methylthiazol-5-yl)ethyl butyrate	CCCC(=O)OCCC1=C(N=CS1)C	InChI=1S/C10H15NO2S/c1-3-4-10(12)13-6-5-9-8(2)11-7-14-9/h7H,3-6H2,1-2H3	savory|cooked earthy|nutty	
2-(4-methyl-5-thiazolyl)ethyl decanoate	CCCCCCCCCC(=O)OCCC1=C(N=CS1)C	InChI=1S/C16H27NO2S/c1-3-4-5-6-7-8-9-10-16(18)19-12-11-15-14(2)17-13-20-15/h13H,3-12H2,1-2H3	savory|cooked earthy|nutty	
2-(4-methylthiazol-5-yl)ethyl formate	CC1=C(SC=N1)CCOC=O	InChI=1S/C7H9NO2S/c1-6-7(11-4-8-6)2-3-10-5-9/h4-5H,2-3H2,1H3	savory|cooked brown earthy|nutty	
2-(4-methyl-5-thiazolyl)ethyl hexanoate	CCCCCC(=O)OCCC1=C(N=CS1)C	InChI=1S/C12H19NO2S/c1-3-4-5-6-12(14)15-8-7-11-10(2)13-9-16-11/h9H,3-8H2,1-2H3	savory|cooked earthy|nutty	
2-(4-methyl-5-thiazolyl)ethyl isobutyrate	CC1=C(SC=N1)CCOC(=O)C(C)C	InChI=1S/C10H15NO2S/c1-7(2)10(12)13-5-4-9-8(3)11-6-14-9/h6-7H,4-5H2,1-3H3	savory|cooked earthy|nutty	
2-(4-methyl-5-thiazolyl)ethyl octanoate	CCCCCCCC(=O)OCCC1=C(N=CS1)C	InChI=1S/C14H23NO2S/c1-3-4-5-6-7-8-14(16)17-10-9-13-12(2)15-11-18-13/h11H,3-10H2,1-2H3	savory|cooked earthy|nutty	
2-(4-methyl-5-thiazolyl)ethyl propionate	CCC(=O)OCCC1=C(N=CS1)C	InChI=1S/C9H13NO2S/c1-3-9(11)12-5-4-8-7(2)10-6-13-8/h6H,3-5H2,1-2H3	savory|cooked fruity earthy|nutty	
2-(methylthio)ethanol	CSCCO	InChI=1S/C3H8OS/c1-5-3-2-4/h4H,2-3H2,1H3	savory|meaty	
2-((methylthio)methyl)-2-butenal	CC=C(CSC)C=O	InChI=1S/C6H10OS/c1-3-6(4-7)5-8-2/h3-4H,5H2,1-2H3/b6-3-	savory|cooked vegetal sharp|bitter	
2-(4-methylphenyl)propanal	CC1=CC=C(C=C1)C(C)C=O	InChI=1S/C10H12O/c1-8-3-5-10(6-4-8)9(2)7-11/h3-7,9H,1-2H3	vegetal|herbal sharp|sour minty	
2-(trans-2-pentenyl)cyclopentanone	CCC=CCC1CCCC1=O	InChI=1S/C10H16O/c1-2-3-4-6-9-7-5-8-10(9)11/h3-4,9H,2,5-8H2,1H3/b4-3+	brown	dairy brown vegetal
2-mercaptopinane	CC1(C2CCC(C1C2)(C)S)C	InChI=1S/C10H18S/c1-9(2)7-4-5-10(3,11)8(9)6-7/h7-8,11H,4-6H2,1-3H3	sharp|bitter fruity|citrusy fruity sharp|sulfurous	sharp|bitter sharp|chemical fruity|citrusy fruity sharp|sulfurous
acetoin acetate	CC(C(=O)C)OC(=O)C	InChI=1S/C6H10O3/c1-4(7)5(2)9-6(3)8/h5H,1-3H3		fruity
2-acetyl-1-pyrroline	CC(=O)C1=NCCC1	InChI=1S/C6H9NO/c1-5(8)6-3-2-4-7-6/h2-4H2,1H3		starchy fruity savory|meaty
2-acetyl-3,5-dimethylfuran	CC1=CC(=C(O1)C(=O)C)C	InChI=1S/C8H10O2/c1-5-4-6(2)10-8(5)7(3)9/h4H,1-3H3	brown sharp|sour	brown starchy fruity sharp|sour
2-acetyl-3-ethylpyrazine	CCC1=NC=CN=C1C(=O)C	InChI=1S/C8H10N2O/c1-3-7-8(6(2)11)10-5-4-9-7/h4-5H,3H2,1-2H3	starchy savory|meaty	
2-acetyl-3-methylpyrazine	CC1=NC=CN=C1C(=O)C	InChI=1S/C7H8N2O/c1-5-7(6(2)10)9-4-3-8-5/h3-4H,1-2H3	savory|cooked starchy earthy|nutty	savory|cooked earthy|nutty sharp|bitter
2-acetyl-5-methylfuran	CC1=CC=C(O1)C(=O)C	InChI=1S/C7H8O2/c1-5-3-4-7(9-5)6(2)8/h3-4H,1-2H3	earthy|nutty	earthy|nutty
2-acetylfuran	CC(=O)C1=CC=CO1	InChI=1S/C6H6O2/c1-5(7)6-3-2-4-8-6/h2-4H,1H3	brown fatty sharp|bitter earthy|woody fruity earthy|fungal	nan starchy
2-acetylpyridine	CC(=O)C1=CC=CC=N1	InChI=1S/C7H7NO/c1-6(9)7-4-2-3-5-8-7/h2-5H,1H3	vegetal|herbal savory|cooked	nan
2-acetylthiazole	CC(=O)C1=NC=CS1	InChI=1S/C5H5NOS/c1-4(7)5-6-2-3-8-5/h2-3H,1H3	vegetal|herbal vegetal vegetal|allium	vegetal|vegetable vegetal
methyl ethyl ketone	CCC(=O)C	InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3	fruity	
2-ethylidenehexanal	CCCCC(=CC)C=O	InChI=1S/C8H14O/c1-3-5-6-8(4-2)7-9/h4,7H,3,5-6H2,1-2H3/b8-4+	sharp|sour	
